reduced_sent,original_sent,page_title
Dez exposições de artes estão em cartaz em João Pessoa.,"A partir desta sexta-feira ( 3 ) , dez exposições de artes estão em cartaz na galeria Luciano Agra , no complexo arquitetônico da Estação Cabo Branco , em João Pessoa.",dez-exposicoes-de-artes-estao-em-cartaz-em-joao-pessoa.html
Espetáculo ' Pequeno dicionário amoroso' será apresentado em Aracaju.,"O espetáculo ' Pequeno Dicionário Amoroso' será apresentado em Aracaju no dia 4 de agosto , a partir das 20h , no Teatro Tobias Barreto.",espetaculo-pequeno-dicionario-amoroso-sera-apresentado-em-aracaju.html
Associação de Uberaba abre na sexta inscrições para voluntários.,"A Associação de Voluntários de Combate ao Câncer , em Uberaba , abre na sexta-feira ( 27 ) inscrições para o curso de formação de voluntários.",associacao-de-uberaba-abre-na-sexta-inscricoes-para-voluntarios.html
Trecho da BR-316 é um dos mais perigosos do Estado.,"O trecho da BR-316, entre Caxias e Timon , é um dos mais perigosos do estado.",trecho-da-br-316-e-um-dos-mais-perigosos-do-estado.html
Grupo Raça Negra se apresenta nesta sexta-feira em Brasília.,"O grupo Raça Negra se apresenta nesta sexta-feira ( 28 ) no ' Botequim da Bamboa' , em Brasília.",grupo-raca-negra-se-apresenta-nesta-sexta-feira-em-brasilia.html
Itália estuda realizar ' intervenções dirigidas' contra traficantes na Líbia.,"A Itália estuda a possibilidade de realizar ' intervenções dirigidas' contra os traficantes de pessoas na Líbia , anunciou nseta segunda-feira , em Roma , o chefe de governo italiano Matteo Renzi , depois dos recentes naufrágios no Mediterrâneo que deixaram centenas de mortos em menos de uma semana.",italia-estuda-realizar-intervencoes-dirigidas-contra-traficantes-na-libia.html
Começa nesta terça-feira ( 14 ) rodízio de água em 21 bairros de Maceió .,Começa nesta terça-feira ( 14 ) o rodízio no abastecimento de água em 21 bairros de Maceió .,comeca-nesta-terca-feira-14-rodizio-de-agua-em-21-bairros-de-maceio.html
Papa Francisco quer intensificar diálogo com Islã e com ' não crentes' .,"O Papa Francisco anunciou nesta sexta-feira ( 22 ) que quer ' intensificar o diálogo com o Islã' e com os ' não crentes' , ao receber no Vaticano os diplomatas que trabalham com a Santa Sé .",papa-francisco-quer-intensificar-dialogo-com-isa-e-com-nao-crentes.html
Prefeitura de Mirandópolis ( SP ) encerra inscrições para 165 vagas.,A Prefeitura de Mirandópolis ( SP ) encerra nesta segunda-feira ( 10 ) as inscrições do concurso para 165 vagas de todos os níveis de escolaridade.,prefeitura-de-mirandopolis-sp-encerra-inscricoes-para-165-vagas.html
"Estudantes interditam pistas da avenida Almirante Barroso , em Belém.","Estudantes da escola estadual Albaniza Sá de Oliveira interditam na manhã desta segunda-feira ( 12 ) as duas pistas da avenida Almirante Barroso , no bairro do Marco , em Belém.",estudantes-interditam-pistas-da-avenida-almirante-barroso-em-belem.html
Paraná é o estado com maior índice de pessoas casadas do Brasil.,"Dados divulgados pelo Instituto Brasileiro de Geografia e Estatística ( IBGE ) , relativos ao Censo 2010, apontam que o Paraná é o estado com o maior índice de pessoas casadas do Brasil.",parana-e-o-estado-com-maior-indice-de-pessoas-casadas-do-brasil.html
' A História da Eternidade' estreia em João Pessoa com sessão especial.,O filme ' A História da Eternidade' estreia nesta quinta-feira ( 2 ) em João Pessoa com uma sessão especial com a presença do diretor Camilo Cavalcante e das atrizes Marcélia Cartaxo e Zezita Matos.,historia-da-eternidade-estreia-em-joao-pessoa-com-sessao-especial.html
UFPA recebe inscrições para cursos de língua estrangeira.,"A Universidade Federal do Pará ( UFPA ) recebe inscrições até a próxima segunda-feira ( 3 ) para   vagas ainda disponíveis nos Cursos Livres de Língua Estrangeira ( CLLE ) .   Será realizada a matrícula para o nível 1, através do site da Fadesp.",ufpa-recebe-inscricoes-para-cursos-de-lingua-estrangeira.html
Prefeitura de Santa Cruz do Rio Pardo ( SP ) realiza leilão de bens.,"A Prefeitura de Santa Cruz do Rio Pardo ( SP ) realiza leilão , tipo menor preço , para venda de bens patrimoniais do município.",prefeitura-de-santa-cruz-do-rio-pardo-sp-realiza-leilao-de-bens.html
Torneio de futsal da Prefeitura de Maringá tem inscrições até quinta.,"O torneio de futsal da ' Estação Verão' , projeto com uma série de eventos esportivos promovidos pela Prefeitura de Maringá para o período de férias , tem inscrições abertas até a quinta-feira ( 18 ) .",torneio-de-futsal-da-prefeitura-de-maringa-tem-inscricoes-ate-quinta.html
Consaúde abre processo seletivo emergencial para farmacêutico.,O Consórcio Intermunicipal de Saúde do Vale do Ribeira ( Consaúde ) abre processo seletivo emergencial para vagas de farmacêutico.,consaude-abre-processo-seletivo-emergencial-para-farmaceutico.html
Shoppings do Vale do Paraíba estão em alerta contra ' rolezinho' .,"Os shoppings das três maiores cidades do Vale do Paraíba estão em alerta contra o chamado ' rolezinho' - evento que reúne adolescentes , combinado pelas redes sociais , para passear e paquerar.",shoppings-do-vale-do-paraiba-estao-em-alerta-contra-rolezinho.html
Aeroporto Santos Dumont opera apenas com auxílio de instrumentos.,"O Aeroporto Santos Dumont , no Centro do Rio de Janeiro , opera apenas com o auxílio de instrumentos na manhã deste sábado ( 17 ) para as manobras de pousos e decolagens.",aeroporto-santos-dumont-opera-apenas-com-auxilio-de-instrumentoss.html
Inscrições para os cursos técnicos do IFPB terminam sexta-feira.,"As inscrições do Processo Seletivo para os Cursos Técnicos ( PSCT ) do Instituto Federal de Educação , Ciência e Tecnologia da Paraíba ( IFPB ) terminam sexta-feira ( 19 ) , de acordo com a assessoria da instituição.",inscricoes-para-os-cursos-tecnicos-do-ifpb-terminam-sexta-feira.html
Mercado Público de Porto Alegre completa 144 anos nesta quinta.,O Mercado Público de Porto Alegre completa 144 anos nesta quinta-feira ( 3 ) .,mercado-publico-de-porto-alegre-completa-144-anos-nesta-quinta.html
Casa da Mulher de Londrina oferece curso gratuito de produção de bolo.,"A Casa da Mulher de Londrina , no norte do Paraná , oferece curso gratuito de produção de cuca ( bolo de origem alemã , feito com farinha de trigo , fermento , ovos e manteiga ) .",casa-da-mulher-de-londrina-oferece-curso-gratuito-de-producao-de-bolo.html
Vacinação contra a poliomielite se estende até sábado em São Carlos.,"Mesmo com o término da Campanha Nacional de Vacinação Contra a Poliomielite nesta sexta-feira ( 21 ) em todo o estado de São Paulo , a iniciativa se estende até às 13h de sábado ( 22 ) , em São Carlos ( SP ) .",vacinacao-contra-poliomielite-se-estende-ate-sabado-em-sao-carlos.html
Oeste Paulista tem concursos públicos com inscrições abertas.,"Nesta semana , o Oeste Paulista tem concursos públicos com inscrições abertas em quatro cidades.",oeste-paulista-tem-concursos-publicos-com-inscricoes-abertas.html
Rodoviários que realizam transporte intermunicipal protestam em Aracaju.,"Rodoviários que realizam transporte intermunicipal em Sergipe protestam nesta quarta-feira ( 26 ) nas proximidades da Sedurb , na Rua Vila Cirstina em Aracaju.",rodoviarios-que-realizam-transporte-intermunicipal-protestam-em-aracaju.html
Filme de Woody Allen será exibido no Sesc Arsenal em Cuiabá .,"O filme ' Trapaceiros' , de Woody Allen , será exibido gratuitamente nesta terça-feira ( 16 ) , às 19h [ horário de Mato Grosso ] , no Cine Sesc Arsenal , em Cuiabá .",filme-de-woody-allen-sera-exibido-no-sesc-arsenal-em-cuiaba.html
Meryl Streep receberá Urso de Ouro honorário no Festival de Berlim.,"A atriz americana Meryl Streep receberá um Urso de Ouro honorário no próximo festival internacional do cinema de Berlim , que acontecerá entre os dias 9 e 19 de fevereiro , anunciaram os organizadores nesta segunda-feira.",meryl-streep-recebera-urso-de-ouro-honorario-no-festival-de-berlim.html
Decreto proíbe serviços em áreas desmatadas ilegalmente no Pará .,"O governador do Estado do Pará , Simão Jatene , publicou no Diário Oficial do Estado ( DOE ) no último dia 25 de setembro , decreto que proíbe os órgãos e entidades da administração estadual de conceder licenças , autorizações , serviços , benefícios ou incentivo público aos empreendimentos e atividades localizados em áreas desmatadas ilegalmente no Pará .",decreto-proibe-servicos-em-areas-desmatadas-ilegalmente-no-para.html
Projeto Férias no Parque começa nesta terça-feira em Belo Horizonte.,O projeto Férias no Parque começa nesta terça-feira ( 15 ) em Belo Horizonte.,projeto-ferias-no-parque-comeca-nesta-terca-feira-em-belo-horizonte.html
Supermercados de São Carlos vão distribuir 42 mil sacolas retornáveis.,Os supermercados de São Carlos ( SP ) vão distribuir a partir da segunda-feira ( 11 ) 42 mil sacolas retornáveis.,supermercados-de-sao-carlos-vao-distribuir-42-mil-sacolas-retornaveis.html
Peça infantil ' Chá de Sumiço' inicia temporada em Juiz de Fora.,"A peça teatral infantil ' Chá de Sumiço' , baseada no livro homônimo do escritor Pedro Bandeira , inicia temporada em Juiz de Fora neste sábado ( 29 ) .",peca-infantil-cha-de-sumico-inicia-temporada-em-juiz-de-fora.html
Azul pretende oferecer voos diretos entre Patos de Minas e Campinas.,"A partir de 8 de agosto , a Azul Linhas Aéreas Brasileiras pretende oferecer voos diretos entre Patos de Minas   , no Alto Paranaíba , e Campinas ( SP ) .",azul-pretende-oferecer-voos-diretos-entre-patos-de-minas-e-campinas.html
BHTrans encerra inscrições para 118 vagas.,"A BHTrans encerra nesta sexta-feira ( 21 ) as inscrições do concurso para 118 vagas em cargos de níveis médio , técnico e superior.",bhtrans-encerra-inscricoes-para-118-vagas.html
Confira a agenda dos candidatos ao governo de Goiás nesta sexta-feira.,"Confira a agenda dos candidatos ao governo de Goiás nesta sexta-feira ( 22 ) , listados em ordem alfabética.",confira-agenda-dos-candidatos-ao-governo-de-goias-desta-sexta-feira.html
Haddad viaja a Brasília para encontro com Dilma.,"O prefeito eleito de São Paulo , Fernando Haddad ( PT ) , viaja ainda na manhã desta segunda-feira ( 29 ) a Brasília para um encontro com a presidente Dilma Rousseff.",haddad-viaja-brasilia-para-encontro-com-dilma.html
Abertas inscrições para envio de propostas artísticas para UFSJ.,Estão abertas as inscrições para envio de propostas artísticas e culturais para o Centro Cultural da Universidade Federal de São João del Rei ( UFSJ ) no 1º semestre de 2015.,abertas-inscricoes-para-envio-de-propostas-artisticas-para-ufsj.html
Relatório aponta melhoria na qualidade da água do Rio Paraíba.,"Um relatório da ANA ( Agência Nacional das Águas ) aponta melhoria na qualidade da água do Rio Paraíba , principal fonte de abastecimento de cidades do Vale do Paraíba e do Rio de Janeiro.",relatorio-da-ana-aponta-melhoria-na-qualidade-da-agua-do-rio-paraiba.html
Coleta de lixo em Sorocaba ainda não foi normalizada.,A coleta de lixo em Sorocaba ( SP ) ainda não foi normalizada.,coleta-de-lixo-em-sorocaba-ainda-nao-foi-normalizada.html
Engenharia de Materiais da UFSCar abre inscrições para aluno especial.,O Programa de Pós-Graduação em Ciência e Engenharia de Materiais ( PPGCEM ) da Universidade Federal de São Carlos ( UFSCar ) abre inscrições dias 6 e 7 de fevereiro para o processo seletivo de aluno especial para início no primeiro semestre de 2014.,engenharia-de-materiais-da-ufscar-abre-inscricoes-para-aluno-especial-sao-carlos.html
Lamborghini feita de ouro tenta entrar para o livro dos recordes.,"Uma Lamborghini feita de ouro tenta entrar para o Guinness , livro dos recordes.",lamborghini-feita-de-ouro-tenta-entrar-para-o-livro-dos-recordes.html
Espetáculo de mágica e mímica encerra temporada em Salvador.,"O espetáculo de mágica e mímica ' Enquanto Houver Encanto' encerra a temporada em Salvador neste domingo ( 19 ) , no espaço Caixa Cultural , na Rua Carlos Gomes.",espetaculo-de-magica-e-mimica-encerra-temporada-em-salvador.html
Confira os filmes que estão em cartaz no cinema.,"Confira os filmes que estão em cartaz no cinema , esta semana , em Rio Branco.",confira-os-filmes-que-estao-em-cartaz-no-cinema.html
Abertas as inscrições para aulas de conversação em Língua Inglesa.,Estão abertas até o dia 27 de maio as inscrições para aulas de conversação em Língua Inglesa.,abertas-inscricoes-para-aulas-de-conversacao-em-lingua-inglesa.html
Ministério Público do Amazonas abre inscrições para 49 vagas.,O Ministério Público do Estado do Amazonas abre nesta quinta-feira ( 20 ) as inscrições do concurso para 49 vagas e formação de cadastro de reserva em cargos de nível médio e superior.,ministerio-publico-do-amazonas-abre-inscricoes-para-49-vagas.html
Transporte coletivo de São Vicente sofrerá reajuste a partir de segunda.,"A tarifa do transporte coletivo de passageiros em São Vicente , no litoral de São Paulo , sofrerá reajuste a partir da 0h de segunda-feira ( 23 ) .",transporte-coletivo-de-sao-vicente-sofrera-reajuste-partir-de-segunda.html
Funsat oferece 674 vagas de emprego em Campo Grande.,"A Fundação Social do Trabalho ( Funsat ) oferece 674 vagas de emprego para diversas áreas de atuação e funções nesta quarta-feira ( 27 ) , em Campo Grande.",funsat-oferece-674-vagas-de-emprego-em-campo-grande.html
RioSaúde abre inscrições para 279 vagas.,A Empresa Pública de Saúde do Rio de Janeiro S/A ( RioSaúde ) abre nesta quinta-feira ( 16 ) as inscrições do concurso público para 279 vagas em cargos de níveis médio e superior.,riosaude-abre-inscricoes-para-279-vagas.html
Abastecimento de água será cortado em 13 bairros de Caxias do Sul.,"O abastecimento de água será cortado em 13 bairros de Caxias do Sul , na Serra do Rio Grande do Sul , durante o final de semana.",abastecimento-de-agua-sera-cortado-em-13-bairros-de-caxias-do-sul.html
Senado autoriza governo a elevar mistura de etanol na gasolina.,O plenário do Senado aprovou nesta terça-feira ( 2 ) proposta que autoriza o governo a elevar a mistura de etanol na gasolina e também aumenta o percentual de biodiesel misturado ao óleo diesel.,senado-aprova-aumento-percentual-de-biodiesel-no-oleo-diesel.html
Batalha jurídica marca bastidores da prévia do PT no Recife.,"Uma batalha jurídica marca os bastidores da prévia do Partido dos Trabalhadores ( PT ) , no Recife e pode deixar sub-júdice o resultado obtido nas urnas , neste domingo ( 20 ) .",batalha-juridica-marca-bastidores-da-previa-do-pt-no-recife.html
Capa de ' Fifa 14' traz Messi comemorando gol.,"A Electronic Arts ( EA ) divulgou nesta quinta-feira ( 27 )   a capa ' global' de ' Fifa 14' , seu novo game de futebol , que traz o jogador Lionel Messi , do Barcelona , na capa comemorando um gol.",capa-de-fifa-14-traz-messi-comemorando-gol.html
Centro de Integração da Unicamp recebe mostra ' Cores do Brasil' .,"O Centro de Integração e Inclusão Social da Universidade Estadual de Campinas ( Unicamp ) , no bairro do Botafogo , recebe a partir desta segunda-feira ( 7 ) , a mostra ' Cores do Brasil' que reúne pinturas , quadros e painéis , do artista plástico Elvis Silva.",centro-de-integracao-da-unicamp-recebe-mostra-cores-do-brasil.html
Termina Simpósio Internacional de Educação em São José dos Campos.,Termina neste sábado ( 14 ) o 1º Simpósio Internacional de Educação em São José dos Campos.,termina-simposio-internacional-de-educacao-em-sao-jose-dos-campos.html
"MC Beyoncé faz show na festa ' Noites Cariocas' , em Resende , RJ.","A funkeira MC Beyoncé faz show nesta sexta-feira ( 29 ) , na festa ' Noites Cariocas' , em Resende , RJ.",mc-beyonce-faz-show-na-festa-noites-cariocas-em-resende-rj.html
Tráfego é intenso na Avenida Brasil.,"O tráfego é intenso na manhã desta quarta-feira ( 29 ) na Avenida Brasil , na pista sentido Centro do Rio.",trafego-e-intenso-na-avenida-brasil.html
Ingressos para show do 30 Seconds to Mars no Rio estão esgotados.,Os ingressos para o show do 30 Seconds to Mars no Rio estão esgotados.,ingressos-para-show-do-30-seconds-mars-no-rio-estao-esgotados.html
Motociclista morre ao cair de viaduto na Região Leste de Belo Horizonte.,Um motociclista morre neste domingo ( 25 ) ao cair de um viaduto na Região Leste de Belo Horizonte.,motociclista-morre-ao-cair-de-viaduto-na-regiao-leste-de-belo-horizonte.html
Dilma se reúne com Lula no Palácio da Alvorada.,"A presidente eleita , Dilma Rousseff , se reúne na noite desta terça-feira ( 16 ) com o presidente Luiz Inácio Lula da Silva e o deputado federal Antonio Palocci ( PT-SP ) , um dos coordenadores da equipe de transição , no Palácio da Alvorada.",dilma-se-reune-com-lula-no-palacio-da-alvorada.html
Greve dos servidores da saúde completa 30 dias em Santa Catarina.,A greve dos servidores da saúde completa 30 dias em Santa Catarina e a negociação segue parada entre Governo e representantes da categoria.,greve-dos-servidores-da-saude-completa-30-dias-em-santa-catarina.html
Secretaria de Saúde do Acre encerra inscrições para 147 vagas.,A Secretaria de Estado da Saúde do Acre encerra nesta sexta-feira ( 14 ) as inscrições do processo seletivo simplificado para 147 vagas em cargos de nível superior.,secretaria-de-saude-do-acre-encerra-inscricoes-para-147-vagas.html
Crucifixo é quase item obrigatório entre os peregrinos na JMJ.,"O crucifixo é quase um item obrigatório entre os peregrinos que participam da Jornada Mundial da Juventude.   Nesta sexta-feira ( 26 ) , o G1 percorreu a Orla de Copacabana , na Zona Sul do Rio , onde vai ser realizado o 3º ato central da JMJ e a encenação da Via-Sacra , e verificou que a cruz tem significados especiais para cada fiel.",crucifixo-e-quase-item-obrigatorio-entre-os-peregrinos-na-jmj.html
Conselho de contabilidade realiza prestação de serviços em Fortaleza.,O Conselho Regional de Contabilidade do Ceará ( CRC-CE ) realiza prestação de serviços em Fortaleza nos dias 25 e 28 de abril.,conselho-de-contabilidade-realiza-prestacao-de-servicos-em-fortaleza.html
Inscrições do Prêmio Jovem Cientista terminam nesta sexta-feira.,As inscrições da 27ª edição do Prêmio Jovem Cientista terminam nesta sexta-feira ( 13 ) .,inscricoes-do-premio-jovem-cientista-terminam-nesta-sexta-feira.html
Divulgada programação das prévias do Carnaval Tradição de João Pessoa.,"Foi divulgada nesta terça-feira ( 20 ) , a programação das prévias do Carnaval Tradição de João Pessoa.",divulgada-programacao-das-previas-do-carnaval-tradicao-de-joao-pessoa.html
Novo bispo da diocese de Divinópolis toma posse neste domingo.,"O monsenhor José Carlos Souza Campos , escohido para ser o novo bispo da diocese de Divinópolis , toma posse neste domingo ( 25 ) .",novo-bispo-da-diocese-de-divinopolis-toma-posse-neste-domingo.html
Teatro do Sesi de Rio Preto apresenta espetáculo inspirado em três contos.,"O Teatro do Sesi de São José do Rio Preto ( SP ) apresenta nesta sexta ( 28 ) , sábado ( 29 ) e domingo ( 30 ) o espetáculo ' As Aventuras de Pepino' , inspirado em três contos : Ornham , João Preguiça e Os três tolos.",teatro-do-sesi-de-rio-preto-apresenta-espetaculo-inspirado-em-tres-contos.html
Bovespa opera em alta nesta quinta-feira.,A Bolsa de Valores de São Paulo ( Bovespa ) opera em alta nesta quinta-feira ( 24 ) .,bovespa-opera-em-alta-nesta-quinta-feira24.html
Hemonúcleo de Santos precisa com urgência de doadores de sangue.,"O Hemonúcleo de Santos , no litoral de São Paulo , está com o estoque baixo e precisa com urgência de doadores de sangue.",hemonucleo-de-santos-precisa-com-urgencia-de-doadores-de-sangue.html
Sindicomércio Uberlândia promove palestra gratuita sobre Finanças.,O Sindicomércio Uberlândia promove no dia 22 de outubro uma palestra gratuita sobre Finanças.,sindicomercio-uberlandia-promove-palestra-gratuita-sobre-financas.html
Tribunal de Justiça do Acre abre inscrições para 105 vagas.,O Tribunal de Justiça do Estado do Acre abre nesta sexta-feira ( 28 ) as inscrições do concurso público para 105 vagas e formação de cadastro de reserva em cargos de nível médio e superior.,tribunal-de-justica-do-acre-abre-inscricoes-para-105-vagas.html
Engavetamento deixa o trânsito lento na Ponte Rio-Niterói.,Um engavetamento deixa o trânsito lento na manhã deste domingo ( 19 ) na pista sentido Rio de Janeiro da Ponte Rio-Niterói.,engavetamento-deixa-o-transito-lento-na-ponte-rio-niteroi.html
Previsão é de chuva para o feriado no Espírito Santo.,A previsão é de chuva para o feriado no Espírito Santo.,previsao-e-de-chuva-para-o-feriado-no-espirito-santo.html
Conselho Regional de Contabilidade de Minas Gerais encerra inscrições.,O Conselho Regional de Contabilidade de Minas Gerais encerra nesta sexta-feira ( 18 ) as inscrições do concurso para formação de cadastro de reserva em cargos de todos os níveis de escolaridade.,conselho-regional-de-contabilidade-de-minas-gerais-encerra-inscricoes.html
Alunos da Apae Goiânia apresentam o musical ' O Pequeno Príncipe' .,"Os alunos da Associação de Pais e Amigos dos Excepcionais ( Apae ) Goiânia apresentam , nesta sexta-feira ( 30 ) , o musical ' O Pequeno Príncipe' .",alunos-da-apae-goiania-apresentam-o-musical-o-pequeno-principe.html
Duas novas linhas de ônibus vão começar a funcionar em Fortaleza.,Duas novas linhas de ônibus vão começar a funcionar a partir desta segunda-feira ( 26 ) em Fortaleza.,duas-novas-linhas-de-onibus-vao-comecar-funcionar-em-fortaleza.html
Prefeitura de Sumaré ( SP ) encerra inscrições para 25 vagas.,A Prefeitura de Sumaré ( SP ) encerra nesta quinta-feira ( 6 ) as inscrições do concurso para 25 vagas e cadastro de reserva para bombeiro municipal ( masculino ) e guarda municipal ( feminino e masculino ) .,prefeitura-de-sumare-sp-encerra-inscricoes-para-25-vagas.html
Agência do Trabalhador de Telêmaco Borba oferece 116 vagas de emprego.,"A Agência do Trabalhador de Telêmaco Borba , na região dos Campos Gerais do Paraná , oferece 116 vagas de emprego nesta segunda-feira ( 13 ) .",agencia-do-trabalhador-de-telemaco-borba-oferece-116-vagas-de-emprego.html
Polícia investiga abandono de bebê de 2 meses em Campo Grande.,"A Polícia Civil investiga denúncia de abandono de um bebê do sexo feminino de 2 meses de idade , no bairro São Conrado , em Campo Grande.",policia-investiga-abandono-de-bebe-de-2-meses-em-campo-grande.html
Orquestra Sinfônica do Theatro da Paz encerra ' Ciclo Beethoven' .,A Orquestra Sinfônica do Theatro da Paz ( OSTP ) encerra nesta terça-feira ( 05 ) a apresentação o ' Ciclo Beethoven' .,orquestra-sinfonica-do-theatro-da-paz-encerra-ciclo-beethoven.html
Projeto ' Sexta Tem' apresenta Clenilson Batista.,"O Projeto ' Sexta Tem' apresenta o músico acreano Clenilson Batista com o show Baquiry , nesta sexta-feira ( 5 ) , na Escola Acreana de Música , às 20h.",projeto-sexta-tem-apresenta-clenilson-batista.html
RPG ' Dragon Age : Inquisition' será lançado em 7 de outubro.,"O game de RPG ' Dragon Age : Inquisition' , do estúdio BioWare ( de ' Mass Effect' ) , será lançado para Xbox One , Xbox 360, PlayStation 4, PlayStation 3 e PC em 7 de outubro , de acordo com a produtora Electronic Arts.",rpg-dragon-age-inquisition-sera-lancado-em-7-de-outubro.html
Viúva de acusado de atentado de Boston não teria envolvimento.,"A viúva de Tamerlan Tsarnaev , de 26 anos , acusado de ser coautor do atentado na Maratona de Boston ( EUA ) , não teria nenhum envolvimento com as explosões , segundo reportagem da emissora de TV NBC.",viuva-de-acusado-de-atentado-de-boston-nao-teria-envolvimento.html
Casa construída de cabeça para baixo é atração turística na Alemanha.,"Uma casa construída de cabeça para baixo é atração turística em Trassenheide , na Alemanha , virou ponto turístico na cidade , atraindo centenas de visitantes.",casa-construida-de-cabeca-para-baixo-e-atracao-turistica-na-alemanha.html
Polícia Civil investiga caso de jovem esfaqueado em Manduri.,A Polícia Civil   investiga o caso de um jovem de 19 anos esfaqueado na madrugada desta quarta-feira ( 31 ) em Manduri ( SP ) .,policia-civil-investiga-caso-de-jovem-esfaqueado-em-manduri.html
Instituições filantrópicas enfrentam dificuldades financeiras em Uberaba.,Instituições filantrópicas enfrentam dificuldades financeiras em Uberaba.,instituicoes-filantropicas-enfrentam-dificuldades-financeiras-em-uberaba.html
Preso suspeito de atirar contra o delegado geral da Polícia Civil do Pará .,"Foi preso nesta segunda-feira ( 2 ) o terceiro suspeito de atirar contra o delegado geral da Polícia Civil do Pará , Rilmar Firmino de Souza.",preso-suspeito-de-atirar-contra-o-delegado-geral-da-policia-civil-do-para.html
Greve dos professores municipais de Caruaru poderá acabar na sexta ( 16 ) .,"A greve dos professores municipais de Caruaru , no Agreste de Pernambuco , que completa 80 dias nesta quarta-feira ( 14 ) , poderá acabar na próxima sexta-feira ( 16 ) .",greve-dos-professores-municipais-de-caruaru-podera-acabar-na-sexta-16.html
Previsão é de sol e calor em Campinas.,"A previsão do tempo para esta quarta-feira ( 29 ) é de sol e calor em Campinas , interior de São Paulo.",previsao-e-de-sol-e-calor-em-campinas.html
Cobrança de bandeira 2 nos táxis do Rio termina ao meio-dia desta quarta.,"A cobrança de bandeira 2 nos táxis do Rio , autorizada pela prefeitura durante todo o período do carnaval , termina ao meio-dia desta quarta-feira ( 22 ) .",cobranca-de-bandeira-2-nos-taxis-do-rio-termina-ao-meio-dia-desta-quarta.html
Professor da Unir lança livro de contos nesta sexta-feira em Porto Velho.,"O professor Miguel Nenevé do departamento de Línguas Estrangeiras da Universidade Federal de Rondônia ( Unir ) lança o livro de contos ' Antes que anoiteça : Casos e causos antes do caos' nesta sexta-feira ( 10 ) , a partir das 19h30, no Sesc Esplanada , em Porto Velho.",professor-da-unir-lanca-livro-de-contos-nesta-sexta-feira-em-porto-velho.html
Polícia procura suspeito de estuprar duas mulheres em Belo Horizonte.,"A Polícia Militar ( PM ) procura nesta segunda-feira ( 18 ) um homem suspeito de estuprar duas mulheres no bairro Serra Verde , na Região de Venda Nova , em Belo Horizonte.",policia-procura-suspeito-de-estuprar-duas-mulheres-em-belo-horizonte.html
Grupo folclórico apresenta lendas e danças da região Amazônica.,"O grupo folclórico Ariru Tupã Pará apresenta , nesta sexta-feira ( 12 ) em Belém , um espetáculo inédito : ' O canto da mata' , que mostra ao público algumas lendas e danças da região Amazônica.",grupo-folclorico-apresenta-lendas-e-dancas-da-regiao-amazonica.html
Incêndio de grandes proporções atinge depósito em Mairinque.,"Um incêndio de grandes proporções atinge um depósito de materiais recicláveis e mobiliza o Corpo de Bombeiros na tarde desta terça-feira ( 18 ) , com acesso pelo quilometro 67,5 da rodovia Raposo Tavares , na avenida Mitisuke , em Mairinque ( SP ) .",incendio-de-grandes-proporcoes-atinge-deposito-em-mairinque.html
Desenvolvimento Agrário do Ceará abre inscrições para 114 vagas.,A Secretaria do Desenvolvimento Agrário do Estado do Ceará abre nesta terça-feira ( 12 ) as inscrições do processo seletivo para 114 vagas em cargos de nível médio/ técnico e superior.,desenvolvimento-agrario-do-ceara-abre-inscricoes-para-114-vagas.html
Confira onde estarão os radares móveis em Rio Preto ( SP ) nesta sexta.,Confira onde estarão os radares móveis em São José do Rio Preto ( SP ) nesta sexta-feira ( 18 ) .,confira-onde-estarao-os-radares-moveis-em-rio-preto-sp-nesta-sexta.html
Abertas as inscrições para curso de rédeas em Tatuí .,Estão abertas as inscrições para o curso de rédeas em Tatuí ( SP ) .,abertas-inscricoes-para-curso-de-redeas-em-tatui.html
Mais de 100 mil eleitores já passaram pelo recadastramento biométrico.,"Mais de 100 mil eleitores já passaram pelo recadastramento biométrico no período de cinco meses , em Rio Branco.",mais-de-100-mil-eleitores-ja-passaram-pelo-recadastramento-biometrico.html
Serviço de Água e Esgotos de Indaiatuba ( SP ) encerra inscrições.,O Serviço Autônomo de Água e Esgotos de Indaiatuba ( SP ) encerra nesta quinta-feira ( 15 ) as inscrições do concurso para 100 vagas em cargos de todos os níveis de escolaridade.,servico-de-agua-e-esgotos-de-indaiatuba-sp-encerra-inscricoes.html
Prefeitura de Uberaba abre inscrições para contratação de trabalhadores.,A Prefeitura de Uberaba abre na próxima segunda-feira ( 9 ) inscrições para processo seletivo simplificado para contratação de trabalhadores braçais.,prefeitura-de-uberaba-abre-inscricoes-para-contratacao-de-trabalhadores.html
Trabalhadores rurais bloqueiam rodovias federais em Alagoas.,"Trabalhadores rurais Movimento de Libertação dos Sem Terra ( MLT ) bloqueiam trechos de duas rodovias federais em Alagoas , a BR-101 e a BR-104, como forma de protesto contra as ações da Polícia Militar em reintegrações de posse no estado.",trabalhadores-rurais-bloqueiam-rodovias-federais-em-alagoas.html
Movimento nas estradas que ligam Curitiba às praias é intenso.,O movimento nas estradas que ligam Curitiba às praias do Paraná e de Santa Catarina é intenso na manhã deste sábado ( 1º ) de carnaval.,movimento-nas-estradas-que-ligam-curitiba-praias-e-intenso.html
